transcript_name	raw	est_count	tpm	transcript_length
chr10_12257200_12257779	0.0005146680391147707	0.9999999999999994	514.6680391147707	579
chr7_135460474_135461915	0.0005146680391147707	0.9999999999999994	514.6680391147707	1441
chr1_57893607_57894215	0.0005146680391147707	0.9999999999999994	514.6680391147707	608
chr12_121486292_121487003	0.0005146680391147707	0.9999999999999994	514.6680391147707	711
chr3_51860027_51860588	0.0005146680391147707	0.9999999999999994	514.6680391147707	561
chr3_14580105_14580749	0.0005146680391147707	0.9999999999999994	514.6680391147707	644
chr2_5354902_5355847	0.0004962419897084616	0.9641981860035409	496.2419897084616	945
chr2_5355366_5355846	0.00026148747443484246	0.5080701628268989	261.48747443484245	480
chr19_2449934_2450882	5.083141127059463e-05	0.09876543209876536	50.83141127059463	948
chr19_2450207_2450877	5.083141127059463e-05	0.09876543209876536	50.83141127059463	670
chr19_2449961_2450877	5.083141127059463e-05	0.09876543209876536	50.83141127059463	916
chr19_2449937_2450882	5.083141127059463e-05	0.09876543209876536	50.83141127059463	945
chr19_2449937_2450877	5.083141127059463e-05	0.09876543209876536	50.83141127059463	940
chr3_51859621_51860549	3.216675244467317e-05	0.062499999999999965	32.16675244467317	928
chr2_5354906_5355846	3.124879899388712e-05	0.06071641644512268	31.24879899388712	940
chr2_5354902_5355850	7.145583078092286e-06	0.013883867920733312	7.145583078092287	948
chr2_5354909_5355851	5.752666948965505e-06	0.011177431881839976	5.752666948965505	942
chr2_226646471_226647104	5.0888807578486864e-06	0.009887695312499998	5.0888807578486865	633
chr2_5354902_5355856	2.081939231000527e-06	0.0040452079258340235	2.081939231000527	954
chr10_101952086_101953009	0.0	0.0	0.0	923
chr10_101954290_101954694	0.0	0.0	0.0	404
chr10_101954290_101954993	0.0	0.0	0.0	703
chr10_101954290_101955092	0.0	0.0	0.0	802
chr10_101954290_101955541	0.0	0.0	0.0	1251
chr10_101955130_101955541	0.0	0.0	0.0	411
chr10_103799300_103799593	0.0	0.0	0.0	293
chr10_103799300_103799898	0.0	0.0	0.0	598
chr10_106219912_106220221	0.0	0.0	0.0	309
chr10_113264874_113266234	0.0	0.0	0.0	1360
chr10_1158400_1159185	0.0	0.0	0.0	785
chr10_121513511_121514444	0.0	0.0	0.0	933
chr10_121653240_121654101	0.0	0.0	0.0	861
chr10_122168485_122169705	0.0	0.0	0.0	1220
chr10_122168487_122168850	0.0	0.0	0.0	363
chr10_122168487_122168852	0.0	0.0	0.0	365
chr10_122168487_122168877	0.0	0.0	0.0	390
chr10_122168487_122168902	0.0	0.0	0.0	415
chr10_122168487_122168920	0.0	0.0	0.0	433
chr10_122168487_122169015	0.0	0.0	0.0	528
chr10_122168487_122169088	0.0	0.0	0.0	601
chr10_122168487_122169195	0.0	0.0	0.0	708
chr10_122168487_122169287	0.0	0.0	0.0	800
chr10_122168487_122169366	0.0	0.0	0.0	879
chr10_122168487_122169625	0.0	0.0	0.0	1138
chr10_122168487_122169705	0.0	0.0	0.0	1218
chr10_122168487_122169712	0.0	0.0	0.0	1225
chr10_122168487_122169713	0.0	0.0	0.0	1226
chr10_122168487_122169715	0.0	0.0	0.0	1228
chr10_122168487_122169717	0.0	0.0	0.0	1230
chr10_122168487_122169719	0.0	0.0	0.0	1232
chr10_122168487_122169720	0.0	0.0	0.0	1233
chr10_122168487_122169723	0.0	0.0	0.0	1236
chr10_122168489_122169716	0.0	0.0	0.0	1227
chr10_122168492_122169088	0.0	0.0	0.0	596
chr10_122168492_122169708	0.0	0.0	0.0	1216
chr10_122168492_122169709	0.0	0.0	0.0	1217
chr10_122168535_122169720	0.0	0.0	0.0	1185
chr10_122168538_122169705	0.0	0.0	0.0	1167
chr10_122169153_122169705	0.0	0.0	0.0	552
chr10_122169153_122169714	0.0	0.0	0.0	561
chr10_122169260_122169705	0.0	0.0	0.0	445
chr10_122169414_122169705	0.0	0.0	0.0	291
chr10_122212751_122213203	0.0	0.0	0.0	452
chr10_122344357_122344758	0.0	0.0	0.0	401
chr10_123293998_123294573	0.0	0.0	0.0	575
chr10_123893376_123893932	0.0	0.0	0.0	556
chr10_12552464_12553439	0.0	0.0	0.0	975
chr10_125592440_125592785	0.0	0.0	0.0	345
chr10_127827342_127828173	0.0	0.0	0.0	831
chr10_12838293_12839255	0.0	0.0	0.0	962
chr10_130993854_130994237	0.0	0.0	0.0	383
chr10_130993854_130994240	0.0	0.0	0.0	386
chr10_131900041_131900779	0.0	0.0	0.0	738
chr10_131900045_131900547	0.0	0.0	0.0	502
chr10_131900045_131900779	0.0	0.0	0.0	734
chr10_131900045_131900785	0.0	0.0	0.0	740
chr10_131900045_131900788	0.0	0.0	0.0	743
chr10_131900045_131900791	0.0	0.0	0.0	746
chr10_131900045_131900795	0.0	0.0	0.0	750
chr10_16521467_16522044	0.0	0.0	0.0	577
chr10_17514296_17515093	0.0	0.0	0.0	797
chr10_29978632_29979587	0.0	0.0	0.0	955
chr10_48548532_48548944	0.0	0.0	0.0	412
chr10_61981943_61982920	0.0	0.0	0.0	977
chr10_68480179_68481371	0.0	0.0	0.0	1192
chr10_70363528_70364539	0.0	0.0	0.0	1011
chr10_71286537_71287080	0.0	0.0	0.0	543
chr10_76933685_76935282	0.0	0.0	0.0	1597
chr10_77679469_77680455	0.0	0.0	0.0	986
chr10_77679469_77680458	0.0	0.0	0.0	989
chr10_77679469_77680459	0.0	0.0	0.0	990
chr10_77679469_77680462	0.0	0.0	0.0	993
chr10_77679471_77679815	0.0	0.0	0.0	344
chr10_77679471_77679823	0.0	0.0	0.0	352
chr10_77679471_77679837	0.0	0.0	0.0	366
chr10_77679471_77679849	0.0	0.0	0.0	378
chr10_77679471_77679891	0.0	0.0	0.0	420
chr10_77679471_77680153	0.0	0.0	0.0	682
chr10_77679471_77680212	0.0	0.0	0.0	741
chr10_77679471_77680341	0.0	0.0	0.0	870
chr10_77679471_77680455	0.0	0.0	0.0	984
chr10_77679471_77680456	0.0	0.0	0.0	985
chr10_77679471_77680457	0.0	0.0	0.0	986
chr10_77679471_77680458	0.0	0.0	0.0	987
chr10_77679471_77680459	0.0	0.0	0.0	988
chr10_77679471_77680460	0.0	0.0	0.0	989
chr10_77679471_77680461	0.0	0.0	0.0	990
chr10_77679471_77680462	0.0	0.0	0.0	991
chr10_77679471_77680463	0.0	0.0	0.0	992
chr10_77679471_77680466	0.0	0.0	0.0	995
chr10_77679471_77680467	0.0	0.0	0.0	996
chr10_77679471_77680468	0.0	0.0	0.0	997
chr10_77679471_77680469	0.0	0.0	0.0	998
chr10_77679471_77680470	0.0	0.0	0.0	999
chr10_77679471_77680472	0.0	0.0	0.0	1001
chr10_77679471_77680474	0.0	0.0	0.0	1003
chr10_77679471_77681135	0.0	0.0	0.0	1664
chr10_77679471_77681136	0.0	0.0	0.0	1665
chr10_77679471_77681138	0.0	0.0	0.0	1667
chr10_77679472_77680455	0.0	0.0	0.0	983
chr10_77679472_77680456	0.0	0.0	0.0	984
chr10_77679472_77680457	0.0	0.0	0.0	985
chr10_77679472_77680458	0.0	0.0	0.0	986
chr10_77679472_77680459	0.0	0.0	0.0	987
chr10_77679472_77680460	0.0	0.0	0.0	988
chr10_77679472_77680461	0.0	0.0	0.0	989
chr10_77679472_77680463	0.0	0.0	0.0	991
chr10_77679472_77680464	0.0	0.0	0.0	992
chr10_77679472_77680466	0.0	0.0	0.0	994
chr10_77679472_77680467	0.0	0.0	0.0	995
chr10_77679472_77680468	0.0	0.0	0.0	996
chr10_77679472_77680471	0.0	0.0	0.0	999
chr10_77679474_77680461	0.0	0.0	0.0	987
chr10_77679476_77680455	0.0	0.0	0.0	979
chr10_77679476_77680458	0.0	0.0	0.0	982
chr10_77679476_77680459	0.0	0.0	0.0	983
chr10_77679476_77680464	0.0	0.0	0.0	988
chr10_77679477_77680462	0.0	0.0	0.0	985
chr10_77679477_77680464	0.0	0.0	0.0	987
chr10_77679478_77680461	0.0	0.0	0.0	983
chr10_77679478_77680462	0.0	0.0	0.0	984
chr10_77679479_77680461	0.0	0.0	0.0	982
chr10_77679482_77680461	0.0	0.0	0.0	979
chr10_77679482_77680463	0.0	0.0	0.0	981
chr10_77679487_77680480	0.0	0.0	0.0	993
chr10_77679488_77680469	0.0	0.0	0.0	981
chr10_77679608_77680455	0.0	0.0	0.0	847
chr10_77679608_77680456	0.0	0.0	0.0	848
chr10_77679680_77680458	0.0	0.0	0.0	778
chr10_77679680_77680461	0.0	0.0	0.0	781
chr10_77680162_77680462	0.0	0.0	0.0	300
chr10_79002898_79003760	0.0	0.0	0.0	862
chr10_8619396_8620101	0.0	0.0	0.0	705
chr10_8619396_8620136	0.0	0.0	0.0	740
chr10_8818793_8819275	0.0	0.0	0.0	482
chr10_96767740_96768374	0.0	0.0	0.0	634
chr10_97189213_97190028	0.0	0.0	0.0	815
chr10_97189221_97190033	0.0	0.0	0.0	812
chr10_97189222_97189892	0.0	0.0	0.0	670
chr10_97189222_97190026	0.0	0.0	0.0	804
chr10_97189222_97190028	0.0	0.0	0.0	806
chr10_97189222_97190031	0.0	0.0	0.0	809
chr10_97189222_97190032	0.0	0.0	0.0	810
chr10_97189225_97190026	0.0	0.0	0.0	801
chr10_97189225_97190034	0.0	0.0	0.0	809
chr10_99497591_99497945	0.0	0.0	0.0	354
chr11_114697265_114697599	0.0	0.0	0.0	334
chr11_116598576_116599242	0.0	0.0	0.0	666
chr11_123624025_123624963	0.0	0.0	0.0	938
chr11_123624027_123624961	0.0	0.0	0.0	934
chr11_123624027_123624973	0.0	0.0	0.0	946
chr11_123624028_123624389	0.0	0.0	0.0	361
chr11_123624028_123624426	0.0	0.0	0.0	398
chr11_123624028_123624482	0.0	0.0	0.0	454
chr11_123624028_123624592	0.0	0.0	0.0	564
chr11_123624028_123624963	0.0	0.0	0.0	935
chr11_123624028_123624964	0.0	0.0	0.0	936
chr11_123624028_123624966	0.0	0.0	0.0	938
chr11_123624028_123624972	0.0	0.0	0.0	944
chr11_123624028_123624981	0.0	0.0	0.0	953
chr11_123624036_123624979	0.0	0.0	0.0	943
chr11_123624319_123624963	0.0	0.0	0.0	644
chr11_123624508_123624963	0.0	0.0	0.0	455
chr11_123624509_123624979	0.0	0.0	0.0	470
chr11_123624600_123624963	0.0	0.0	0.0	363
chr11_133951248_133952181	0.0	0.0	0.0	933
chr11_133951250_133952181	0.0	0.0	0.0	931
chr11_133951251_133952181	0.0	0.0	0.0	930
chr11_133951251_133952182	0.0	0.0	0.0	931
chr11_133951251_133952187	0.0	0.0	0.0	936
chr11_133951252_133952181	0.0	0.0	0.0	929
chr11_133951252_133952182	0.0	0.0	0.0	930
chr11_133951252_133952183	0.0	0.0	0.0	931
chr11_133951252_133952185	0.0	0.0	0.0	933
chr11_133951252_133952188	0.0	0.0	0.0	936
chr11_133951252_133952198	0.0	0.0	0.0	946
chr11_133951255_133952185	0.0	0.0	0.0	930
chr11_1771189_1772043	0.0	0.0	0.0	854
chr11_1896711_1898128	0.0	0.0	0.0	1417
chr11_19687387_19687885	0.0	0.0	0.0	498
chr11_34185486_34185920	0.0	0.0	0.0	434
chr11_34193433_34194294	0.0	0.0	0.0	861
chr11_34221452_34222240	0.0	0.0	0.0	788
chr11_44322045_44323263	0.0	0.0	0.0	1218
chr11_44985664_44986324	0.0	0.0	0.0	660
chr11_57933301_57933742	0.0	0.0	0.0	441
chr11_57933306_57933655	0.0	0.0	0.0	349
chr11_57933308_57933655	0.0	0.0	0.0	347
chr11_57933308_57933740	0.0	0.0	0.0	432
chr11_57933308_57933741	0.0	0.0	0.0	433
chr11_57933308_57933744	0.0	0.0	0.0	436
chr11_57933309_57933655	0.0	0.0	0.0	346
chr11_57933320_57933657	0.0	0.0	0.0	337
chr11_57933324_57933743	0.0	0.0	0.0	419
chr11_57933325_57933589	0.0	0.0	0.0	264
chr11_57933325_57933606	0.0	0.0	0.0	281
chr11_57933325_57933655	0.0	0.0	0.0	330
chr11_57933325_57933657	0.0	0.0	0.0	332
chr11_57933325_57933734	0.0	0.0	0.0	409
chr11_57933325_57933735	0.0	0.0	0.0	410
chr11_57933325_57933737	0.0	0.0	0.0	412
chr11_57933325_57933738	0.0	0.0	0.0	413
chr11_57933325_57933739	0.0	0.0	0.0	414
chr11_57933325_57933740	0.0	0.0	0.0	415
chr11_57933325_57933741	0.0	0.0	0.0	416
chr11_57933325_57933742	0.0	0.0	0.0	417
chr11_57933325_57933743	0.0	0.0	0.0	418
chr11_57933325_57933744	0.0	0.0	0.0	419
chr11_57933325_57933745	0.0	0.0	0.0	420
chr11_57933325_57933746	0.0	0.0	0.0	421
chr11_57933325_57933750	0.0	0.0	0.0	425
chr11_57933325_57933757	0.0	0.0	0.0	432
chr11_57933325_57933957	0.0	0.0	0.0	632
chr11_57933373_57933659	0.0	0.0	0.0	286
chr11_65315986_65316690	0.0	0.0	0.0	704
chr11_66313100_66313810	0.0	0.0	0.0	710
chr11_69769349_69769714	0.0	0.0	0.0	365
chr11_70607635_70608197	0.0	0.0	0.0	562
chr11_73267826_73268822	0.0	0.0	0.0	996
chr11_73306360_73307295	0.0	0.0	0.0	935
chr11_75464740_75465330	0.0	0.0	0.0	590
chr11_84565880_84566438	0.0	0.0	0.0	558
chr11_8516886_8517439	0.0	0.0	0.0	553
chr11_93547729_93548665	0.0	0.0	0.0	936
chr11_98479229_98480560	0.0	0.0	0.0	1331
chr12_101273977_101274353	0.0	0.0	0.0	376
chr12_108164086_108165479	0.0	0.0	0.0	1393
chr12_119082826_119083582	0.0	0.0	0.0	756
chr12_125185179_125185518	0.0	0.0	0.0	339
chr12_126076652_126077238	0.0	0.0	0.0	586
chr12_129995897_129996693	0.0	0.0	0.0	796
chr12_133151346_133152163	0.0	0.0	0.0	817
chr12_29542152_29542941	0.0	0.0	0.0	789
chr12_37543301_37543894	0.0	0.0	0.0	593
chr12_41247812_41248863	0.0	0.0	0.0	1051
chr12_45351364_45353032	0.0	0.0	0.0	1668
chr12_48386688_48387432	0.0	0.0	0.0	744
chr12_49633136_49633711	0.0	0.0	0.0	575
chr12_52259199_52260487	0.0	0.0	0.0	1288
chr12_52259608_52260482	0.0	0.0	0.0	874
chr12_52259609_52260042	0.0	0.0	0.0	433
chr12_52259609_52260418	0.0	0.0	0.0	809
chr12_52259609_52260475	0.0	0.0	0.0	866
chr12_52259609_52260481	0.0	0.0	0.0	872
chr12_52259610_52260488	0.0	0.0	0.0	878
chr12_52259611_52260483	0.0	0.0	0.0	872
chr12_52259613_52259883	0.0	0.0	0.0	270
chr12_52259613_52260487	0.0	0.0	0.0	874
chr12_52259614_52260418	0.0	0.0	0.0	804
chr12_52259615_52259883	0.0	0.0	0.0	268
chr12_52259615_52259996	0.0	0.0	0.0	381
chr12_52259615_52260418	0.0	0.0	0.0	803
chr12_52259615_52260480	0.0	0.0	0.0	865
chr12_52259615_52260483	0.0	0.0	0.0	868
chr12_52259615_52260487	0.0	0.0	0.0	872
chr12_52259616_52259863	0.0	0.0	0.0	247
chr12_52259616_52259876	0.0	0.0	0.0	260
chr12_52259616_52259882	0.0	0.0	0.0	266
chr12_52259616_52259883	0.0	0.0	0.0	267
chr12_52259616_52259886	0.0	0.0	0.0	270
chr12_52259616_52259887	0.0	0.0	0.0	271
chr12_52259616_52259889	0.0	0.0	0.0	273
chr12_52259616_52259891	0.0	0.0	0.0	275
chr12_52259616_52259893	0.0	0.0	0.0	277
chr12_52259616_52259899	0.0	0.0	0.0	283
chr12_52259616_52259902	0.0	0.0	0.0	286
chr12_52259616_52259903	0.0	0.0	0.0	287
chr12_52259616_52259915	0.0	0.0	0.0	299
chr12_52259616_52259920	0.0	0.0	0.0	304
chr12_52259616_52259996	0.0	0.0	0.0	380
chr12_52259616_52260006	0.0	0.0	0.0	390
chr12_52259616_52260030	0.0	0.0	0.0	414
chr12_52259616_52260036	0.0	0.0	0.0	420
chr12_52259616_52260042	0.0	0.0	0.0	426
chr12_52259616_52260057	0.0	0.0	0.0	441
chr12_52259616_52260072	0.0	0.0	0.0	456
chr12_52259616_52260076	0.0	0.0	0.0	460
chr12_52259616_52260078	0.0	0.0	0.0	462
chr12_52259616_52260092	0.0	0.0	0.0	476
chr12_52259616_52260121	0.0	0.0	0.0	505
chr12_52259616_52260153	0.0	0.0	0.0	537
chr12_52259616_52260168	0.0	0.0	0.0	552
chr12_52259616_52260179	0.0	0.0	0.0	563
chr12_52259616_52260223	0.0	0.0	0.0	607
chr12_52259616_52260277	0.0	0.0	0.0	661
chr12_52259616_52260307	0.0	0.0	0.0	691
chr12_52259616_52260363	0.0	0.0	0.0	747
chr12_52259616_52260413	0.0	0.0	0.0	797
chr12_52259616_52260418	0.0	0.0	0.0	802
chr12_52259616_52260447	0.0	0.0	0.0	831
chr12_52259616_52260453	0.0	0.0	0.0	837
chr12_52259616_52260459	0.0	0.0	0.0	843
chr12_52259616_52260460	0.0	0.0	0.0	844
chr12_52259616_52260461	0.0	0.0	0.0	845
chr12_52259616_52260462	0.0	0.0	0.0	846
chr12_52259616_52260463	0.0	0.0	0.0	847
chr12_52259616_52260464	0.0	0.0	0.0	848
chr12_52259616_52260465	0.0	0.0	0.0	849
chr12_52259616_52260468	0.0	0.0	0.0	852
chr12_52259616_52260469	0.0	0.0	0.0	853
chr12_52259616_52260470	0.0	0.0	0.0	854
chr12_52259616_52260471	0.0	0.0	0.0	855
chr12_52259616_52260472	0.0	0.0	0.0	856
chr12_52259616_52260473	0.0	0.0	0.0	857
chr12_52259616_52260474	0.0	0.0	0.0	858
chr12_52259616_52260475	0.0	0.0	0.0	859
chr12_52259616_52260476	0.0	0.0	0.0	860
chr12_52259616_52260477	0.0	0.0	0.0	861
chr12_52259616_52260478	0.0	0.0	0.0	862
chr12_52259616_52260479	0.0	0.0	0.0	863
chr12_52259616_52260480	0.0	0.0	0.0	864
chr12_52259616_52260481	0.0	0.0	0.0	865
chr12_52259616_52260482	0.0	0.0	0.0	866
chr12_52259616_52260483	0.0	0.0	0.0	867
chr12_52259616_52260484	0.0	0.0	0.0	868
chr12_52259616_52260485	0.0	0.0	0.0	869
chr12_52259616_52260486	0.0	0.0	0.0	870
chr12_52259616_52260487	0.0	0.0	0.0	871
chr12_52259616_52260488	0.0	0.0	0.0	872
chr12_52259616_52260489	0.0	0.0	0.0	873
chr12_52259616_52260490	0.0	0.0	0.0	874
chr12_52259616_52260491	0.0	0.0	0.0	875
chr12_52259616_52260493	0.0	0.0	0.0	877
chr12_52259616_52260495	0.0	0.0	0.0	879
chr12_52259616_52260498	0.0	0.0	0.0	882
chr12_52259616_52260499	0.0	0.0	0.0	883
chr12_52259617_52260480	0.0	0.0	0.0	863
chr12_52259618_52260436	0.0	0.0	0.0	818
chr12_52259619_52260474	0.0	0.0	0.0	855
chr12_52259619_52260480	0.0	0.0	0.0	861
chr12_52259619_52260482	0.0	0.0	0.0	863
chr12_52259619_52260483	0.0	0.0	0.0	864
chr12_52259619_52260491	0.0	0.0	0.0	872
chr12_52259619_52260494	0.0	0.0	0.0	875
chr12_52259620_52260479	0.0	0.0	0.0	859
chr12_52259620_52260482	0.0	0.0	0.0	862
chr12_52259620_52260483	0.0	0.0	0.0	863
chr12_52259620_52260484	0.0	0.0	0.0	864
chr12_52259620_52260487	0.0	0.0	0.0	867
chr12_52259622_52260466	0.0	0.0	0.0	844
chr12_52259622_52260477	0.0	0.0	0.0	855
chr12_52259622_52260497	0.0	0.0	0.0	875
chr12_52259625_52260469	0.0	0.0	0.0	844
chr12_52259625_52260478	0.0	0.0	0.0	853
chr12_52259625_52260482	0.0	0.0	0.0	857
chr12_52259625_52260492	0.0	0.0	0.0	867
chr12_52259625_52260493	0.0	0.0	0.0	868
chr12_52259625_52260497	0.0	0.0	0.0	872
chr12_52259682_52260119	0.0	0.0	0.0	437
chr12_52259840_52260482	0.0	0.0	0.0	642
chr12_52260014_52260480	0.0	0.0	0.0	466
chr12_52260015_52260482	0.0	0.0	0.0	467
chr12_52613781_52615110	0.0	0.0	0.0	1329
chr12_67724380_67724772	0.0	0.0	0.0	392
chr12_67724380_67724841	0.0	0.0	0.0	461
chr12_67724380_67724842	0.0	0.0	0.0	462
chr12_67724382_67724772	0.0	0.0	0.0	390
chr12_67724382_67724775	0.0	0.0	0.0	393
chr12_67724382_67724842	0.0	0.0	0.0	460
chr12_67724387_67724841	0.0	0.0	0.0	454
chr12_67724388_67724841	0.0	0.0	0.0	453
chr12_67724388_67724842	0.0	0.0	0.0	454
chr12_67724388_67724843	0.0	0.0	0.0	455
chr12_67724406_67724841	0.0	0.0	0.0	435
chr12_67724406_67724842	0.0	0.0	0.0	436
chr12_67724406_67724854	0.0	0.0	0.0	448
chr12_67724406_67724859	0.0	0.0	0.0	453
chr12_67726157_67729610	0.0	0.0	0.0	3453
chr12_67726172_67729611	0.0	0.0	0.0	3439
chr12_67726175_67726667	0.0	0.0	0.0	492
chr12_67726179_67729610	0.0	0.0	0.0	3431
chr12_67726179_67729614	0.0	0.0	0.0	3435
chr12_67726181_67729611	0.0	0.0	0.0	3430
chr12_67726182_67729611	0.0	0.0	0.0	3429
chr12_67726183_67726667	0.0	0.0	0.0	484
chr12_67726183_67727164	0.0	0.0	0.0	981
chr12_67726183_67727536	0.0	0.0	0.0	1353
chr12_67726183_67729611	0.0	0.0	0.0	3428
chr12_67726184_67726667	0.0	0.0	0.0	483
chr12_67726190_67729610	0.0	0.0	0.0	3420
chr12_67726190_67729613	0.0	0.0	0.0	3423
chr12_67726191_67727238	0.0	0.0	0.0	1047
chr12_67726191_67729610	0.0	0.0	0.0	3419
chr12_67726191_67729611	0.0	0.0	0.0	3420
chr12_67726191_67729613	0.0	0.0	0.0	3422
chr12_67726191_67729616	0.0	0.0	0.0	3425
chr12_67726191_67729617	0.0	0.0	0.0	3426
chr12_67726191_67729619	0.0	0.0	0.0	3428
chr12_67729069_67729611	0.0	0.0	0.0	542
chr12_67729232_67729611	0.0	0.0	0.0	379
chr12_69680084_69681024	0.0	0.0	0.0	940
chr12_77150064_77150614	0.0	0.0	0.0	550
chr12_88512340_88513794	0.0	0.0	0.0	1454
chr12_96427963_96428534	0.0	0.0	0.0	571
chr13_113422842_113423424	0.0	0.0	0.0	582
chr13_27914923_27915347	0.0	0.0	0.0	424
chr13_32840777_32841527	0.0	0.0	0.0	750
chr13_37585822_37586185	0.0	0.0	0.0	363
chr13_37585822_37586186	0.0	0.0	0.0	364
chr13_37585822_37586187	0.0	0.0	0.0	365
chr13_37585822_37586189	0.0	0.0	0.0	367
chr13_37585822_37586190	0.0	0.0	0.0	368
chr13_37585822_37586191	0.0	0.0	0.0	369
chr13_37585822_37586192	0.0	0.0	0.0	370
chr13_37585822_37586193	0.0	0.0	0.0	371
chr13_37585822_37586195	0.0	0.0	0.0	373
chr13_37585822_37586196	0.0	0.0	0.0	374
chr13_37585822_37586197	0.0	0.0	0.0	375
chr13_37585825_37586189	0.0	0.0	0.0	364
chr13_37585826_37586189	0.0	0.0	0.0	363
chr13_37585849_37586192	0.0	0.0	0.0	343
chr13_44262447_44263044	0.0	0.0	0.0	597
chr13_68471067_68471610	0.0	0.0	0.0	543
chr13_96903198_96903525	0.0	0.0	0.0	327
chr13_96903198_96903538	0.0	0.0	0.0	340
chr13_96903198_96903850	0.0	0.0	0.0	652
chr13_96903198_96903872	0.0	0.0	0.0	674
chr13_96903198_96904353	0.0	0.0	0.0	1155
chr13_96903204_96903739	0.0	0.0	0.0	535
chr13_96903512_96904357	0.0	0.0	0.0	845
chr13_96903567_96904363	0.0	0.0	0.0	796
chr13_96903903_96904361	0.0	0.0	0.0	458
chr13_96903942_96904353	0.0	0.0	0.0	411
chr13_98543164_98544395	0.0	0.0	0.0	1231
chr13_98924086_98924447	0.0	0.0	0.0	361
chr13_98924088_98924444	0.0	0.0	0.0	356
chr13_98924089_98924444	0.0	0.0	0.0	355
chr13_98924090_98924444	0.0	0.0	0.0	354
chr13_98924091_98924444	0.0	0.0	0.0	353
chr13_98924092_98924444	0.0	0.0	0.0	352
chr13_98924092_98924445	0.0	0.0	0.0	353
chr13_98924092_98924447	0.0	0.0	0.0	355
chr13_98924092_98924449	0.0	0.0	0.0	357
chr13_98924092_98924452	0.0	0.0	0.0	360
chr13_98924092_98924453	0.0	0.0	0.0	361
chr13_98924093_98924444	0.0	0.0	0.0	351
chr13_98924093_98924447	0.0	0.0	0.0	354
chr13_98924094_98924444	0.0	0.0	0.0	350
